id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
shacoin,SHACoin,SHA,1381,0.0058344,0.00000052,2084.11,,,,,1.56,-3.62,-26.39,1519178342
minex,Minex,MINEX,1382,0.0218028,0.00000194,2078.92,,,30000000.0,,1.38,0.6,19.18,1519178353
rupaya-old,Rupaya [OLD],RUPX,1383,0.0099858,0.00000089,2068.7,,,,,8.72,50.99,46.63,1519178357
invisiblecoin,InvisibleCoin,IVZ,1384,0.35343,0.00003150,1998.85,,,,,1.39,,,1519178356
topcoin,TopCoin,TOP,1385,0.0038148,0.00000034,1994.8,,,41643721.0,,1.39,-3.26,31.71,1519178343
dashs,Dashs,DASHS,1386,0.0530706,0.00000473,1906.03,,,,,1.39,5.26,-23.49,1519178351
wearesatoshi,WeAreSatoshi,WSX,1387,0.012903,0.00000115,1884.08,,,,,-2.67,-9.75,-4.36,1519178344
sjwcoin,SJWCoin,SJW,1388,0.001683,0.00000015,1709.97,,,,,1.39,-15.26,-34.17,1519178346
glasscoin,GlassCoin,GLS,1389,0.168188,0.00001499,1668.89,,,5323524.0,,1.56,-29.45,-45.9,1519178357
bt2-cst,BT2 [CST],BT2,1390,69.7884,0.00622,1620.38,,,,,1.41,-2.86,5.66,1519178356
teslacoilcoin,TeslaCoilCoin,TESLA,1391,1.3124,0.00011697,1574.88,,,100000000.0,,1.56,-0.93,71.54,1519178346
deuscoin,DeusCoin,DEUS,1392,0.179857,0.00001603,1515.52,,,25251211.0,,-4.85,-2.12,-1.33,1519178350
monero-gold,Monero Gold,XMRG,1393,0.0002244,0.00000002,1372.24,,,21000000.0,,1.61,-13.48,19.19,1519178360
namocoin,NamoCoin,NAMO,1394,0.0002244,0.00000002,1356.78,,,560211620.0,1200000000.0,-20.98,-34.51,-9.44,1519178353
royalties,Royalties,XRY,1395,0.0002244,0.00000002,1340.97,,,18446748239.0,,1.39,12.29,47.9,1519178353
slothcoin,Slothcoin,SLOTH,1396,0.0000218060,0.000000002,1313.14,,,,,21.16,-64.9,192.64,1519178342
sharkcoin,Sharkcoin,SAK,1397,0.00827212,0.00000074,1271.19,,,,,1.56,1.36,33.53,1519178345
coffeecoin,CoffeeCoin,CFC,1398,0.003927,0.00000035,1262.24,,,,,1.56,-7.07,64.46,1519178342
marxcoin,MarxCoin,MARX,1399,0.002805,0.00000025,1254.38,,,49312080.0,,1.39,-0.06,10.67,1519178350
internet-of-things,Internet of Things,XOT,1400,829.727,0.0739507,1225.01,,,21000000.0,21000000.0,1.61,,,1519178350
anryze,ANRYZE,RYZ,1401,0.0166056,0.00000148,1221.79,,,112500000.0,,1.39,-1.77,44.84,1519178358
sakuracoin,Sakuracoin,SKR,1402,0.0065076,0.00000058,1212.51,,,,105100000.0,-4.64,-4.78,16.49,1519178348
flappycoin,FlappyCoin,FLAP,1403,0.0000181432,0.000000002,1206.85,,,80055713804.0,,4.64,-82.13,77.14,1519178341
t-coin,T-coin,TCOIN,1404,0.0001122,0.00000001,1191.93,,,,,-23.94,-48.75,-22.33,1519178349
gaycoin,GAY Money,GAY,1405,0.0519486,0.00000463,1179.08,,,5683391523.0,,1.56,-6.28,22.92,1519178348
rabbitcoin,RabbitCoin,RBBT,1406,0.0000140797,0.000000001,1174.01,,,130615575432,,-0.51,-47.44,-7.33,1519178343
alpacoin,AlpaCoin,APC,1407,0.0083028,0.00000074,1167.26,,,,,0.93,-7.26,2.88,1519178345
edrcoin,EDRCoin,EDRC,1408,0.13972,0.00001245,1155.31,,,3407292.0,,1.36,-5.27,5.85,1519178347
natcoin,Natcoin,NTC,1409,0.0213369,0.00000190,1108.04,,,35000000.0,,1.37,-6.39,-26.81,1519178356
sense,Sense,SENSE,1410,0.0510021,0.00000455,1103.62,,,663636366.0,,2.48,-6.45,11.46,1519178359
peepcoin,PeepCoin,PCN,1411,0.0000217456,0.000000002,1103.1,,,,,4.5,12.8,22.34,1519178352
stex,STEX,STEX,1412,1.57432,0.00014031,1085.29,,,100000000.0,,-24.2,-31.14,-12.68,1519178351
fonziecoin,Fonziecoin,FONZ,1413,0.0019074,0.00000017,1075.26,,,,,-9.28,-15.32,-8.21,1519178346
uncoin,UNCoin,UNC,1414,0.0001122,0.00000001,1003.64,,,,,1.39,-1.77,29.08,1519178345
bestchain,BestChain,BEST,1415,0.00670383,0.00000060,950.244,,,20147876.0,,1.56,-34.21,-25.05,1519178350
sisa,SISA,SISA,1416,0.0139316,0.00000124,937.259,,,50000000.0,,1.92,-5.66,-0.12,1519178357
batcoin,BatCoin,BAT,1417,0.0001122,0.00000001,934.452,,,,,1.56,-1.76,,1519178342
tellurion,Tellurion,TELL,1418,0.0010793,0.00000010,933.477,,,,,2.49,51.27,90.39,1519178348
btcmoon,BTCMoon,BTCM,1419,0.0100009,0.00000089,920.151,,,21000000.0,,1.48,-9.59,-9.35,1519178356
elacoin,Elacoin,ELC,1420,0.52173,0.00004650,836.295,,,,,1.56,-8.64,18.68,1519178340
pirate-blocks,Pirate Blocks,SKULL,1421,0.00485516,0.00000043,825.434,,,,240000000.0,1.39,-3.93,18.19,1519178352
first-bitcoin,First Bitcoin,BIT,1422,0.0374748,0.00000334,773.872,,,20707629255.0,,12.7,6.43,19.25,1519178347
bitok,Bitok,BITOK,1423,0.0001122,0.00000001,773.374,,,2000000000.0,,1.56,-1.77,7.77,1519178352
magnetcoin,Magnetcoin,MAGN,1424,0.693508,0.00006181,725.668,,,5912398.0,,1.39,3.25,28.48,1519178354
wowcoin,Wowcoin,WOW,1425,0.0000927669,0.000000008,717.645,,,,,0.58,-7.47,23.31,1519178349
birds,Birds,BIRDS,1426,0.0004488,0.00000004,717.484,,,,,1.56,30.98,21.2,1519178352
universalroyalcoin,UniversalRoyalCoin,UNRC,1427,0.00070212,0.00000006,696.979,,,,,-1.11,-3.2,-7.24,1519178352
irishcoin,IrishCoin,IRL,1428,0.016269,0.00000145,683.823,,,39645849.0,,1.39,-15.81,16.77,1519178345
musiconomi,Musiconomi,MCI,1429,0.102326,0.00000912,677.251,,,100000000.0,,1.61,-1.76,-3.06,1519178354
shellcoin,ShellCoin,SHELL,1430,0.0407286,0.00000363,615.052,,,99026000.0,,1.39,8.7,14.71,1519178345
akuya-coin,Akuya Coin,AKY,1431,0.0149226,0.00000133,596.99,,,5202901.0,,1.56,-12.9,-3.71,1519178355
encryptotel-eth,EncryptoTel [ETH],ETT,1432,0.0861077,0.00000767,584.328,,,77663987.0,,1.39,-10.54,20.91,1519178355
india-coin,India Coin,INDIA,1433,0.0008976,0.00000008,571.415,,,30000000.0,,1.56,-3.76,8.17,1519178355
avatarcoin,AvatarCoin,AV,1434,0.0982872,0.00000876,565.657,,,,,1.56,36.81,,1519178346
mmxvi,MMXVI,MMXVI,1435,0.00561,0.00000050,512.739,,,,,1.56,-20.65,13.21,1519178346
bitbase,Bitbase,BTBc,1436,0.0031416,0.00000028,469.331,,,20257950.0,100000000.0,1.56,-1.76,76.83,1519178356
safecoin,SafeCoin,SFE,1437,0.0001122,0.00000001,443.372,,,,,1.39,-41.05,-30.84,1519178347
donationcoin,Donationcoin,DON,1438,0.002244,0.00000020,440.82,,,,,1.56,-11.56,-0.13,1519178343
bastonet,Bastonet,BSN,1439,0.0015708,0.00000014,439.394,,,50000000.0,,1.39,-19.1,64.28,1519178355
primulon,Primulon,PRIMU,1440,0.000337184,0.00000003,431.496,,,,750000000.0,-16.94,-26.2,-3.05,1519178353
ethersportz,EtherSportz,ESZ,1441,0.397796,0.00003545,421.588,,,10000000.0,,2.2,-4.92,-2.39,1519178361
wink,Wink,WINK,1442,0.00205981,0.00000018,421.305,,,,80000000.0,1.39,112.08,-5.74,1519178353
cybercoin,CyberCoin,CC,1443,0.0003366,0.00000003,418.096,,,549267534.0,,1.61,-1.76,93.61,1519178344
halloween-coin,Halloween Coin,HALLO,1444,0.000451296,0.00000004,391.24,,,264671224.0,1500000000.0,-0.28,-3.49,21.14,1519178350
turbocoin,TurboCoin,TURBO,1445,0.0001122,0.00000001,377.418,,,,,1.56,-32.68,29.11,1519178351
aces,Aces,ACES,1446,0.00242805,0.00000022,366.49,,,,,3.9,-3.65,52.73,1519178348
futcoin,FutCoin,FUTC,1447,0.004488,0.00000040,338.087,,,,,1.61,-6.44,416.36,1519178345
numuscash,NumusCash,NUMUS,1448,0.0002244,0.00000002,305.842,,,,,1.39,-19.62,-23.4,1519178359
cubits,Cubits,QBT,1449,0.0062832,0.00000056,273.523,,,73335366.0,300000000.0,1.39,-5.15,16.78,1519178349
protean,Protean,PRN,1450,0.0000680838,0.000000006,273.028,,,,,2.63,-3.75,-7.05,1519178354
quotient,Quotient,XQN,1451,0.007293,0.00000065,271.519,,,,,1.56,1.4,0.93,1519178344
netbit,netBit,NBIT,1452,0.0171666,0.00000153,269.773,,,,,1.56,14.1,34.4,1519178348
linkedcoin,LinkedCoin,LKC,1453,0.0002244,0.00000002,258.974,,,,,1.61,,-13.94,1519178347
pinkdog,PinkDog,PDG,1454,0.0001122,0.00000001,246.503,,,,,1.56,-19.17,-19.42,1519178349
goldmaxcoin,GoldMaxCoin,GMX,1455,0.00141692,0.00000013,242.654,,,84078950.0,,-14.05,-30.71,-22.75,1519178347
fireflycoin,FireFlyCoin,FFC,1456,0.0004488,0.00000004,232.178,,,,,1.56,20.17,3.55,1519178343
high-gain,High Gain,HIGH,1457,0.000561,0.00000005,225.683,,,,,1.39,-18.14,29.08,1519178357
happy-creator-coin,Happy Creator Coin,HCC,1458,0.0001122,0.00000001,208.388,,,,,1.56,-1.76,-16.73,1519178347
karmacoin,Karmacoin,KARMA,1459,0.0001122,0.00000001,201.513,,,79600544065.0,92000000000.0,1.56,-1.76,29.09,1519178341
zsecoin,ZSEcoin,ZSE,1460,0.0330072,0.00000294,181.867,,,6891066.0,,1.2,-4.41,16.96,1519178350
digital-bullion-gold,Digital Bullion Gold,DBG,1461,0.0020196,0.00000018,177.028,,,24523275.0,,1.61,-3.93,-2.19,1519178347
klondikecoin,KlondikeCoin,KDC,1462,0.0317526,0.00000283,176.383,,,,,1.39,-10.03,7.99,1519178343
international-diamond,International Diamond,XID,1463,0.0060588,0.00000054,170.097,,,,,1.56,35.35,75.22,1519178347
trickycoin,TrickyCoin,TRICK,1464,0.0111078,0.00000099,169.049,,,,,1.27,-12.39,13.71,1519178344
lepen,LePen,LEPEN,1465,0.0001122,0.00000001,163.727,,,,,1.39,-1.77,29.19,1519178350
moneta2,Moneta,MONETA,1466,0.000561,0.00000005,139.475,,,,,1.39,-18.14,20.08,1519178346
bubble,Bubble,BUB,1467,0.030294,0.00000270,129.521,,,768753.0,,1.39,,67.63,1519178345
compcoin,Compcoin,CMP,1468,15.6583,0.00139557,129.2,,,6412789.0,,1.39,-2.08,21.58,1519178353
xde-ii,XDE II,XDE2,1469,6.53397,0.00058235,124.616,,,42249.0,,1.39,-29.4,16.2,1519178350
hyper,Hyper,HYPER,1470,0.0571098,0.00000509,122.899,,,,,1.56,-50.49,-8.36,1519178342
golfcoin,Golfcoin,GOLF,1471,0.0002244,0.00000002,116.327,,,1352120000.0,,1.39,-1.77,26.45,1519178348
levocoin,Levocoin,LEVO,1472,0.0035904,0.00000032,113.451,,,,,1.56,-15.04,,1519178348
avoncoin,Avoncoin,ACN,1473,0.001122,0.00000010,109.985,,,,,1.56,-1.76,3.75,1519178349
todaycoin,TodayCoin,TODAY,1474,0.0008976,0.00000008,108.254,,,,,1.56,-1.76,10.24,1519178347
mobilecash,MobileCash,MBL,1475,0.0006732,0.00000006,104.309,,,1068669648.0,,21.87,40.72,93.63,1519178348
rcoin,Rcoin,RCN,1476,0.0001122,0.00000001,99.3266,,,,,1.56,-1.76,29.09,1519178348
dutch-coin,Dutch Coin,DUTCH,1477,0.0013464,0.00000012,93.6411,,,,,1.39,-0.85,49.69,1519178356
egold,eGold,EGOLD,1478,0.0285808,0.00000255,90.4417,,,20000000.0,,1.63,27.73,10.7,1519178356
betacoin,BetaCoin,BET,1479,0.0051612,0.00000046,84.0348,,,,,1.61,-11.4,18.76,1519178341
smoke,Smoke,SMOKE,1480,0.0519058,0.00000463,79.5953,,,13379987.0,420000000.0,2.13,-21.36,,1519178353
sand-coin,Sand Coin,SND,1481,1.67144,0.00014897,78.54,,,2684319.0,2684319.0,1.56,11.76,-23.18,1519178355
dubstep,Dubstep,DUB,1482,0.0024684,0.00000022,77.1347,,,,,1.56,-1.76,5.18,1519178345
fapcoin,FAPcoin,FAP,1483,0.00411718,0.00000037,73.4246,,,400022341.0,,2.3,-10.19,-5.3,1519178356
corion,CORION,COR,1484,0.568517,0.00005067,72.6217,,,9136859.0,,1.56,-1.77,33.5,1519178355
moneycoin,MoneyCoin,MONEY,1485,0.0001122,0.00000001,70.8129,,,,,1.39,-50.88,29.08,1519178349
granitecoin,Granite,GRN,1486,0.01683,0.00000150,58.3823,,,,,-2.34,-13.32,-5.78,1519178343
xtd-coin,XTD Coin,XTD,1487,0.0001122,0.00000001,57.7065,,,,,1.39,-24.28,-15.4,1519178353
axiom,Axiom,AXIOM,1488,0.0166056,0.00000148,56.21,,,,,1.39,-1.1,31.75,1519178346
darklisk,DarkLisk,DISK,1489,0.001122,0.00000010,52.3507,,,17888425.0,,1.56,-34.51,-28.29,1519178347
huncoin,Huncoin,HNC,1490,0.0015708,0.00000014,52.0858,,,38272712.0,,1.39,-11.26,8.96,1519178352
the-vegan-initiative,The Vegan Initiative,XVE,1491,0.0007854,0.00000007,43.92,,,,,1.56,14.61,43.72,1519178350
omicron,Omicron,OMC,1492,0.259406,0.00002312,38.9144,,,10140044.0,,1.56,-5.76,,1519178348
sportscoin,SportsCoin,SPORT,1493,0.0021318,0.00000019,36.1845,,,19800001.0,,1.61,-1.76,,1519178347
cashme,Cashme,CME,1494,0.0001122,0.00000001,33.6855,,,,,1.39,,-42.24,1519178346
x2,X2,X2,1495,0.0002244,0.00000002,30.9091,,,,,1.61,-34.51,-13.94,1519178345
bitalphacoin,BitAlphaCoin,BAC,1496,0.0047124,0.00000042,22.8638,,,,,1.33,,-15.29,1519178346
tattoocoin-limited,Tattoocoin (Limited Edition),TLE,1497,0.982535,0.00008757,21.9114,,,975608.0,,1.39,-1.78,-31.1,1519178351
guess,Peerguess,GUESS,1498,0.0786522,0.00000701,20.9922,,,200000000.0,,1.56,,,1519178360
thecreed,TheCreed,TCR,1499,0.0006732,0.00000006,15.1503,,,,,1.39,-6.93,10.51,1519178347
frankywillcoin,FrankyWillCoin,FRWC,1500,0.0040392,0.00000036,12.9254,,,,100000000.0,1.39,,13.94,1519178348
kashhcoin,KashhCoin,KASHH,1501,0.0001122,0.00000001,11.22,,,,,1.39,,28.86,1519178350
xaucoin,Xaucoin,XAU,1502,0.06732,0.00000600,10.2481,,,,,1.61,,,1519178344
lazaruscoin,Lazaruscoin,LAZ,1503,0.0013464,0.00000012,8.10219,,,,,1.56,-15.79,20.31,1519178348
topaz,Topaz Coin,TOPAZ,1504,0.414467,0.00003694,7.87487,,,76682.0,,1.39,-1.66,-12.78,1519178351
richcoin,RichCoin,RICHX,1505,0.0070686,0.00000063,4.8632,,,5925522.0,,1.56,-3.3,0.4,1519178347
paypeer,PayPeer,PAYP,1506,0.0001122,0.00000001,3.366,,,,,1.56,-1.76,29.09,1519178346
cheapcoin,Cheapcoin,CHEAP,1507,0.0008976,0.00000008,2.244,,,,,1.39,9.33,36.36,1519178351
lathaan,LAthaan,LTH,1508,0.0006732,0.00000006,2.0196,,,,,1.39,-34.51,-3.09,1519178348
rublebit,RubleBit,RUBIT,1509,0.0075174,0.00000067,1.99065,,,,,1.56,-0.28,6.05,1519178346
teamup,TeamUp,TEAM,1510,0.0003366,0.00000003,1.28985,,,301004896.0,,1.56,-1.76,29.09,1519178348
deltacredits,DeltaCredits,DCRE,1511,0.19635,0.00001750,1.2397,,,,,1.61,-0.8,18.33,1519178344
cycling-coin,Cycling Coin,CYC,1512,0.0019074,0.00000017,1.20301,,,,,1.56,19.29,22.39,1519178345
bitfid,BITFID,FID,1513,0.045441,0.00000405,0.45441,,,,,1.56,-50.27,-34.73,1519178353
snakeeyes,SnakeEyes,SNAKE,1514,0.0548377,0.00000489,0.274188,,,10000000.0,,6.43,65.48,133.39,1519178351
qora,Qora,QORA,1515,0.25245,0.00002250,0.0380358,,,10000000000.0,,1.61,-2.9,8.37,1519178342
gameleaguecoin,GameLeagueCoin,GML,1516,0.014036,0.00000130,,,,,,,,,1518963842
voyacoin,Voyacoin,VOYA,1517,1.34185,0.00011451,,,,,,,2.6,17.62,1519165444
eggcoin,EggCoin,EGG,1518,0.0252576,0.00000228,,,,,,,,-10.02,1519079045
operand,Operand,OP,1519,0.00182511,0.00000016,,,,36309296.0,,,-0.13,-16.01,1519124646
prismchain,PrismChain,PRM,1520,0.00243039,0.00000021,,,,,,,1.33,,1519135446
pokecoin,PokeCoin,POKE,1521,0.000111469,0.00000001,,,,,,,,-36.7,1519080847
yescoin,Yescoin,YES,1522,0.000109366,0.00000001,,,,,,,-4.24,,1519173849
rhfcoin,RHFCoin,RHFC,1523,0.000634268,0.00000006,,,,190008300.0,,,,,1519024751
aseancoin,Aseancoin,ASN,1524,0.00593716,0.00000055,,,,,,,,,1518962952
lltoken,LLToken,LLT,1525,,,,,,1000000000.0,,,,,
peacecoin,Peacecoin,PEC,1526,0.0134692,0.00000157,,,,,,,,,1518529447
teracoin,TeraCoin,TERA,1527,0.0000013183,0.0000000001,,,,92233720369.0,,,,-20.05,1518770949
utacoin,UtaCoin,UTA,1528,0.00019896,0.00000002,,,,,,,,14.45,1518770950
peoplecoin,PeopleCoin,MEN,1529,0.0000865048,0.00000001,,,,750231505.0,,,,0.55,1518573853
blockchain-index,Blockchain Index,BLX,1530,4.21102,0.00048744,,,,440352.0,,,,,1518267853
facecoin,Facecoin,FC,1531,0.00182733,0.00000022,,,,20000000.0,,,,,1518116360
eltc,eLTC,ELTC2,1532,0.000650587,0.00000008,,,,84000000.0,,,,,1518265754
swapcoin,Swapcoin,SWP,1533,0.259564,0.00003157,,,,76403509.0,,,,,1518134963
eusd,eUSD,EUSD,1534,0.0005738,0.00000007,,,,324459463.0,,,,,1518168255
10mtoken,10M Token,10MT,1535,0.00519545,0.00000061,,,,10000000.0,,,,,1518279256
litecoin-gold,LiteCoin Gold,LTG,1536,0.00613188,0.00000071,,,,84000000.0,,,,,1518210856
bitcoin-silver,Bitcoin Silver,BTCS,1537,0.00480626,0.00000061,,,,50000000.0,,,,,1518164955
cash-poker-pro,Cash Poker Pro,CASH,1538,0.0542897,0.00000604,,,,100000000.0,,,,,1518245956
ibtc,iBTC,IBTC,1539,0.00480388,0.00000055,,,,21000000.0,,,,,1518258255
ebit,eBIT,EBIT,1540,0.00419491,0.00000051,,,,21000000.0,,,,,1518127162
faceblock,Faceblock,FBL,1541,0.00323005,0.00000040,,,,10000000.0,,,,,1518021564
infinity-pay,Infinity Pay,IPY,1542,0.00120303,0.00000015,,,,8000000.0,,,,,1518112465
bitcoin2x,Bitcoin2x,BTC2X,1543,0.00578223,0.00000070,,,,21000000.0,,,,,1518281657
triaconta,Triaconta,TRIA,1544,19.6537,0.00234526,,,,276001.0,,,,,1518289157
hyper-tv,Hyper TV,HYTV,1545,0.00118039,0.00000014,,,,20000000.0,,,,,1518287057
uahpay,UAHPay,UAHPAY,1546,0.000108135,0.00000001,,,,1000000000.0,,,,,1518202158
farstcoin,Farstcoin,FRCT,1547,,,,,,,,,,,
etherdelta-token,EtherDelta Token,EDT,1548,0.0395089,0.00000468,,,,1500000000.0,,,,,1518291859
decentralized-universal-basic-income,Decentralized Universal Basic Income,DUBI,1549,123.813,0.0140539,,,,77293.0,,,,,1518222860
dmarket,DMarket,DMT,1550,0.671872,0.00007983,,,,56921773.0,,,,,1518292160
